Date,price_y,price_x,target_position,spread_position,weight_y,weight_x,return_y,return_x,gross_pair_return,cash_return,gross_exposure,net_exposure,short_notional,turnover_y,turnover_x,turnover,transaction_cost,borrow_cost,strategy_return,portfolio,drawdown,spread,zscore,target_event
2014-02-21,61.60902786254883,51.19186782836914,0.0,0.0,0.0,-0.0,0.004599385624789454,-0.0004477994478182534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.0560456987152973,,
2014-02-24,61.50643157958984,51.84048461914063,0.0,0.0,0.0,-0.0,-0.0016652800168813764,0.012670309138672398,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.06081667652867773,,
2014-02-25,61.18592834472656,52.05134582519531,0.0,0.0,0.0,-0.0,-0.005210889766032678,0.004067500672569446,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.06704202102103951,,
2014-02-26,61.02566146850586,51.82215118408203,0.0,0.0,0.0,-0.0,-0.0026193420702509407,-0.004403241404804192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.06857675887006076,,
2014-02-27,61.25004577636719,51.861122131347656,0.0,0.0,0.0,-0.0,0.0036768844853427574,0.0007520133065721524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.06509196095228065,,
2014-02-28,61.391056060791016,51.783180236816406,0.0,0.0,0.0,-0.0,0.002302207004688306,-0.0015028964150418656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.06242157382849223,,
2014-03-03,61.39749526977539,50.751834869384766,0.0,0.0,0.0,-0.0,0.00010488838924671562,-0.019916609268010643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.05735658103568697,,
2014-03-04,62.16668701171875,51.68234634399414,0.0,0.0,0.0,-0.0,0.012528063865856254,0.01833453858376055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.049385884952431125,,
2014-03-05,62.23080825805664,51.06580352783203,0.0,0.0,0.0,-0.0,0.0010314406223030925,-0.011929466438277414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.04539601535664717,,
2014-03-06,62.73081207275391,51.30645751953125,0.0,0.0,0.0,-0.0,0.008034666890776476,0.004712625183074914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.03855264902208433,,
2014-03-07,62.96158981323242,51.69609832763672,0.0,0.0,0.0,-0.0,0.0036788578507616077,0.007594381427662222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.03674590409303746,,
2014-03-10,63.29492568969727,51.68234634399414,0.0,0.0,0.0,-0.0,0.005294273499980795,-0.0002660158907046295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.03139999957745654,,
2014-03-11,63.01924514770508,52.067378997802734,0.0,0.0,0.0,-0.0,-0.004355491992260374,0.007449984008965904,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.03759503065609038,,
2014-03-12,63.153900146484375,51.81986999511719,0.0,0.0,0.0,-0.0,0.002136728208401939,-0.004753628998609538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.034285753957537746,,
2014-03-13,62.243614196777344,50.600582122802734,0.0,0.0,0.0,-0.0,-0.0144137725080421,-0.02352935027489156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.04293378258494229,,
2014-03-14,61.71158218383789,50.59827423095703,0.0,0.0,0.0,-0.0,-0.008547575840591182,-4.5609986068950725e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.051506852810138004,,
2014-03-17,62.17310333251953,51.28814697265625,0.0,0.0,0.0,-0.0,0.007478679566289115,0.013634313663550612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.04739490478084929,,
2014-03-18,62.442359924316406,51.89090347290039,0.0,0.0,0.0,-0.0,0.004330756828347715,0.011752354799745346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.045954212050561605,,
2014-03-19,62.14746856689453,51.297306060791016,0.0,0.0,0.0,-0.0,-0.004722617110873073,-0.011439334688388647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.047851328792603454,,
2014-03-20,62.121826171875,50.838905334472656,0.0,0.0,0.0,-0.0,-0.0004126056235408404,-0.00893615594111552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.04605085759033034,,
2014-03-21,62.089786529541016,51.19417190551758,0.0,0.0,0.0,-0.0,-0.000515754998015372,0.006988084592058019,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.048283704319802445,,
2014-03-24,62.397457122802734,50.59367752075195,0.0,0.0,0.0,-0.0,0.004955252875854743,-0.011729741148540862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.0404315606352893,,
2014-03-25,62.59619140625,50.05510330200195,0.0,0.0,0.0,-0.0,0.0031849740776477287,-0.010645089369696326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.034612972755495686,,
2014-03-26,62.01925659179688,49.43169784545898,0.0,0.0,0.0,-0.0,-0.009216771843334803,-0.012454383577668926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.04078250270843753,,
2014-03-27,62.211570739746094,49.452335357666016,0.0,0.0,0.0,-0.0,0.0031008779936689823,0.00041749551616776515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.037789336864688106,,
2014-03-28,62.397457122802734,48.6088981628418,0.0,0.0,0.0,-0.0,0.0029879712221745347,-0.017055558422550243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.03056440507948499,0.6095494573635457,
2014-03-31,62.423099517822266,49.47294616699219,0.0,0.0,0.0,-0.0,0.0004109525644460099,0.01777551100326935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.03449769093614474,0.4999718847684726,
2014-04-01,62.397457122802734,49.20709228515625,0.0,0.0,0.0,-0.0,-0.00041078375180980675,-0.005373722457089336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.033580065451194296,0.6044125806454211,
2014-04-02,62.80132293701172,49.19792938232422,0.0,0.0,0.0,-0.0,0.006472472322295975,-0.00018621101972315923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.027082534000445357,0.9609173967887641,
2014-04-03,63.153900146484375,49.27813720703125,0.0,0.0,0.0,-0.0,0.0056141685076647185,0.0016303089523082015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.021885700570272726,1.2711511118551397,
2014-04-04,62.8846435546875,47.60274887084961,0.0,0.0,0.0,-0.0,-0.004263499026542106,-0.033998613404213396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.01762995639232956,1.537036754820832,
2014-04-07,62.41029739379883,46.61955261230469,0.0,0.0,0.0,-0.0,-0.007543115998998373,-0.020654190816005613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.02005593547300344,1.4776992445332329,
2014-04-08,62.44873809814453,46.431602478027344,0.0,0.0,0.0,-0.0,0.0006159352855370503,-0.004031573100676589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.01844417407868537,1.6591919580630343,
2014-04-09,62.72439193725586,47.56608963012695,0.0,0.0,0.0,-0.0,0.004414081813440385,0.0244335127704558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.019991604124583673,1.5874167013364635,
2014-04-10,61.94235610961914,46.1932373046875,0.0,0.0,0.0,-0.0,-0.012467810424037329,-0.028861996773641208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.025316993204444804,1.3247992579276417,
2014-04-11,61.71158218383789,45.06563568115234,0.0,0.0,0.0,-0.0,-0.003725623955486146,-0.02441053473038879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.022956346645162218,1.4949631680045319,
2014-04-14,61.59619522094727,46.069480895996094,0.0,0.0,0.0,-0.0,-0.001869778067703387,0.022275181514050946,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.03025966897742194,1.1046478373744932,
2014-04-15,61.39749526977539,46.76622009277344,0.0,0.0,0.0,-0.0,-0.003225847805357729,0.01512366068005555,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.03719163749278831,0.6975306145470385,
2014-04-16,62.40388870239258,47.983211517333984,0.0,0.0,0.0,-0.0,0.016391441184940625,0.026022873393366286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.02726710707702673,1.2543117673295803,
2014-04-17,62.820533752441406,47.66005325317383,0.0,0.0,0.0,-0.0,0.006676587929252742,-0.006734819407479997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.018946585090118595,1.680248410072356,
2014-04-21,63.397457122802734,47.930511474609375,0.0,0.0,0.0,-0.0,0.009183675080425502,0.0056747360310080985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.011200006129596929,2.0165706087450914,
2014-04-22,63.46156692504883,48.12303161621094,0.0,0.0,0.0,-0.0,0.0010112361781626777,0.004016651099238766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.011177624826399724,1.9174931562175965,
2014-04-23,63.61542510986328,47.85945892333984,0.0,0.0,0.0,-0.0,0.0024244309157410715,-0.0054770591963768656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.007402017242996606,2.0132376546233544,
2014-04-24,63.23080825805664,47.99238967895508,0.0,0.0,0.0,-0.0,-0.0060459684289212445,0.0027775231606392836,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.014150200930751144,1.592414766187881,
2014-04-25,62.43592834472656,45.5927734375,0.0,0.0,0.0,-0.0,-0.012571085760694767,-0.04999993243735734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.014154343847320838,1.5307263717814357,
2014-04-28,62.987213134765625,46.16346740722656,0.0,0.0,0.0,-0.0,0.008829608282514334,0.012517202326129295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.008430518446335356,1.7442418048903907,
2014-04-29,62.826961517333984,46.44992065429688,0.0,0.0,0.0,-0.0,-0.0025441928521074963,0.006205193482183624,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.012503150783902406,1.48203387557027,
2014-04-30,63.14106369018555,46.43618392944336,0.0,0.0,0.0,-0.0,0.004999480561620029,-0.00029573193366161377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.007443201002017674,1.6789430869788398,
2014-05-01,62.89106750488281,47.23375701904297,0.0,0.0,0.0,-0.0,-0.00395932806151944,0.017175681163023038,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.015609190692969177,1.2386507875503416,
2014-05-02,63.17952728271485,46.85102462768555,0.0,0.0,0.0,-0.0,0.004586657362902091,-0.008102941953211928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.009027056780626652,1.531221609735159,
2014-05-05,62.78850173950195,47.47212600708008,0.0,0.0,0.0,-0.0,-0.006189117899903618,0.013256943350338224,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.018482503213845036,1.0190755860563843,
2014-05-06,62.423099517822266,47.06646347045898,0.0,0.0,0.0,-0.0,-0.005819572239447179,-0.008545278476902451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.022203135974559918,0.7988344386448784,
2014-05-07,63.35260009765625,47.83195114135742,0.0,0.0,0.0,-0.0,0.014890330454812029,0.016263972571019636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.011400290657559653,1.3362457983253224,
2014-05-08,63.45515060424805,48.33616638183594,0.0,0.0,0.0,-0.0,0.0016187260891220578,0.010541389770791776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.01236830793462873,1.2431067933251836,
2014-05-09,63.9487533569336,48.3155517578125,0.0,0.0,0.0,-0.0,0.007778765757944894,-0.0004264844642537513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,-0.004514466259949446,1.6095879284160797,
2014-05-12,65.07056427001953,48.51951599121094,0.0,0.0,0.0,-0.0,0.017542342175530523,0.00422150272485422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.01183714111072065,2.3434691873337825,
2014-05-13,65.7115707397461,48.60203552246094,-1.0,0.0,0.0,-0.0,0.009850943770314036,0.0017007492668505986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.021220907706385517,2.625237014060236,Enter Short Spread
2014-05-14,65.41029357910156,48.188697814941406,-1.0,-1.0,-0.8022105569956678,0.1977894430043322,-0.004584841866552725,-0.008504534904273942,0.0019959013257770737,0.0,1.0,-0.6044211139913356,0.8022105569956678,0.8022105569956678,0.1977894430043322,1.0,0.001,9.410227761279378e-05,0.00090179904816428,10009.017990481643,0.0,0.018731330464594742,2.362445708396944,
2014-05-15,64.82310485839844,47.63530731201172,-1.0,-1.0,-0.8022105569956678,0.1977894430043322,-0.00897700787710165,-0.011483823552461803,0.0049300714252427606,0.0,1.0,-0.6044211139913356,0.8022105569956678,0.0,0.0,0.0,0.0,9.410227761279378e-05,0.004835969147629967,10057.421292681687,0.0,0.012561569788703264,2.001984061871148,
2014-05-16,65.38447570800781,48.17722702026367,-1.0,-1.0,-0.8022105569956678,0.1977894430043322,0.008660042601101203,0.011376429351077189,-0.0046970399739079145,0.0,1.0,-0.6044211139913356,0.8022105569956678,0.0,0.0,0.0,0.0,9.410227761279378e-05,-0.004791142251520708,10009.234756584978,-0.004791142251520553,0.018395242843978976,2.169805773650633,
2014-05-19,65.42317962646484,48.303524017333984,-1.0,-1.0,-0.8022105569956678,0.1977894430043322,0.0005919435468118017,0.002621508228715319,4.364328999098988e-05,0.0,1.0,-0.6044211139913356,0.8022105569956678,0.0,0.0,0.0,0.0,9.410227761279378e-05,-5.04589876218039e-05,10008.72970073229,-0.004841359482954832,0.01834150965504544,2.0622565016868353,
2014-05-20,64.8682632446289,47.74323654174805,-1.0,-1.0,-0.8022105569956678,0.1977894430043322,-0.00848195372044347,-0.011599308476641923,0.004510092055657998,0.0,1.0,-0.6044211139913356,0.8022105569956678,0.0,0.0,0.0,0.0,9.410227761279378e-05,0.004415989778045204,10052.92814878194,-0.0004467490988983025,0.012699968680367602,1.7388600491571498,
2014-05-21,65.64904022216797,48.24382019042969,-1.0,-1.0,-0.8022105569956678,0.1977894430043322,0.012036347799148306,0.010484912313054373,-0.007581880305800054,0.0,1.0,-0.6044211139913356,0.8022105569956678,0.0,0.0,0.0,0.0,9.410227761279378e-05,-0.007675982583412847,9975.76204739959,-0.008119302444008825,0.02209280101530997,2.0843559979647592,
2014-05-22,65.59742736816406,48.07620620727539,-1.0,-1.0,-0.8022105569956678,0.1977894430043322,-0.0007861935807322862,-0.0034743099218238482,-5.648903395629812e-05,0.0,1.0,-0.6044211139913356,0.8022105569956678,0.0,0.0,0.0,0.0,9.410227761279378e-05,-0.00015059131156909192,9974.259784308972,-0.008268671059173838,0.02216440004079645,2.0189482853728675,
2014-05-23,66.28787231445312,48.69616317749024,-1.0,-1.0,-0.8022105569956678,0.1977894430043322,0.01052548817827792,0.012895297260810734,-0.0058931040715566015,0.0,1.0,-0.6044211139913356,0.8022105569956678,0.0,0.0,0.0,0.0,9.410227761279378e-05,-0.005987206349169395,9914.54183280009,-0.014206371168478671,0.029475799315580198,2.2501781049259963,
2014-05-27,66.57174682617188,49.25414657592773,-1.0,-1.0,-0.8022105569956678,0.1977894430043322,0.004282450194993848,0.011458467403349992,-0.001169062870840329,0.0,1.0,-0.6044211139913356,0.8022105569956678,0.0,0.0,0.0,0.0,9.410227761279378e-05,-0.0012631651484531227,9902.018129094016,-0.01545159132398588,0.03094002084330305,2.2160498669754656,
2014-05-28,66.72663879394531,49.09342956542969,-1.0,-1.0,-0.8022105569956678,0.1977894430043322,0.00232669225546811,-0.0032630148255697877,-0.002511886975080906,0.0,1.0,-0.6044211139913356,0.8022105569956678,0.0,0.0,0.0,0.0,9.410227761279378e-05,-0.0026059892526936997,9876.21357626962,-0.01801731389575212,0.034069840300048226,2.2411730663358207,
2014-05-29,67.14602661132812,49.29317855834961,-1.0,-1.0,-0.8022105569956678,0.1977894430043322,0.006285163241593894,0.0040687520649520525,-0.004237268100198142,0.0,1.0,-0.6044211139913356,0.8022105569956678,0.0,0.0,0.0,0.0,9.410227761279378e-05,-0.0043313703778109355,9833.43603734043,-0.022270644613867407,0.03933419629813151,2.3283993430967844,
2014-05-30,67.02989959716797,49.32992172241211,-1.0,-1.0,-0.8022105569956678,0.1977894430043322,-0.0017294696353717942,0.0007454005835514366,0.0015348311657344444,0.0,1.0,-0.6044211139913356,0.8022105569956678,0.0,0.0,0.0,0.0,9.410227761279378e-05,0.0014407288881216505,9847.603352708924,-0.02086200168679797,0.03741951523509213,2.1314072265834545,
2014-06-02,67.15896606445312,49.02911758422852,-1.0,-1.0,-0.8022105569956678,0.1977894430043322,0.0019255059020051313,-0.006097802868536117,-0.0027507421950639602,0.0,1.0,-0.6044211139913356,0.8022105569956678,0.0,0.0,0.0,0.0,9.410227761279378e-05,-0.002844844472676754,9819.588452741858,-0.023647497009286922,0.04085121928054014,2.1456950919197055,
2014-06-03,66.73953247070312,48.52396011352539,-1.0,-1.0,-0.8022105569956678,0.1977894430043322,-0.006245384917740737,-0.010303213592113059,0.0029722468359744325,0.0,1.0,-0.6044211139913356,0.8022105569956678,0.0,0.0,0.0,0.0,9.410227761279378e-05,0.0028781445583616386,9847.850647812467,-0.020837413365761503,0.037139741864717246,1.9036189466134192,
2014-06-04,66.44269561767578,48.5492057800293,-1.0,-1.0,-0.8022105569956678,0.1977894430043322,-0.004447691526122788,0.0005202721798642784,0.003670889441181879,0.0,1.0,-0.6044211139913356,0.8022105569956678,0.0,0.0,0.0,0.0,9.410227761279378e-05,0.003576787163569085,9883.074313598308,-0.017335157194841022,0.03255388731095199,1.6544223823188309,
2014-06-05,66.8621597290039,48.73061752319336,-1.0,-1.0,-0.8022105569956678,0.1977894430043322,0.0063131711835082704,0.0037366572789268027,-0.004325421209634153,0.0,1.0,-0.6044211139913356,0.8022105569956678,0.0,0.0,0.0,0.0,9.410227761279378e-05,-0.004419523487246947,9839.395834543153,-0.0216780675477104,0.03792763742242655,1.7752417531293958,
2014-06-06,66.84276580810547,48.90972518920898,-1.0,-1.0,-0.8022105569956678,0.1977894430043322,-0.00029005824784966716,0.0036754647307797317,0.0009596559104516598,0.0,1.0,-0.6044211139913356,0.8022105569956678,0.0,0.0,0.0,0.0,9.410227761279378e-05,0.0008655536328388661,9847.91235935268,-0.02083127744499047,0.03673299226744675,1.6587894297844434,
2014-06-09,66.77826690673828,48.81328201293945,-1.0,-1.0,-0.8022105569956678,0.1977894430043322,-0.0009649346580354878,-0.0019718609314697266,0.000384067494169672,0.0,1.0,-0.6044211139913356,0.8022105569956678,0.0,0.0,0.0,0.0,9.410227761279378e-05,0.0002899652165568782,9850.767911392593,-0.020547352574309063,0.03625424492646778,1.5799561243860663,
2014-06-10,66.40401458740234,49.19675064086914,-1.0,-1.0,-0.8022105569956678,0.1977894430043322,-0.00560440299923648,0.007855825548219286,0.006049710611167183,0.0,1.0,-0.6044211139913356,0.8022105569956678,0.0,0.0,0.0,0.0,9.410227761279378e-05,0.005955608333554389,9909.435226857593,-0.014714116224978757,0.028704749515617523,1.2696619031955116,
2014-06-11,66.13945770263672,48.83623123168945,-1.0,-1.0,-0.8022105569956678,0.1977894430043322,-0.003984049554976998,-0.0073281142450126735,0.001746622977803271,0.0,1.0,-0.6044211139913356,0.8022105569956678,0.0,0.0,0.0,0.0,9.410227761279378e-05,0.0016525207001904772,9925.810773697172,-0.013085910906434961,0.026526182221180195,1.1548339242012555,
2014-06-12,65.1005630493164,48.627288818359375,-1.0,-1.0,-0.8022105569956678,0.1977894430043322,-0.01570763791247254,-0.004278430338713335,0.011754604605223918,0.0,1.0,-0.6044211139913356,0.8022105569956678,0.0,0.0,0.0,0.0,9.410227761279378e-05,0.011660502327611124,10041.550713327297,-0.0015779968734072058,0.011751005783612545,0.588436186832681,
2014-06-13,65.19091033935547,48.517066955566406,-1.0,-1.0,-0.8022105569956678,0.1977894430043322,0.0013878111925178516,-0.002266666834021658,-0.0015616395603321044,0.0,1.0,-0.6044211139913356,0.8022105569956678,0.0,0.0,0.0,0.0,9.410227761279378e-05,-0.0016557418379448982,10024.924497693395,-0.003231125955908687,0.013697348414307364,0.6350059002597432,
2014-06-16,65.28770446777344,48.27597427368164,-1.0,-1.0,-0.8022105569956678,0.1977894430043322,0.0014847795177901357,-0.004969234477953277,-0.002173967923534486,0.0,1.0,-0.6044211139913356,0.8022105569956678,0.0,0.0,0.0,0.0,9.410227761279378e-05,-0.00226807020114728,10002.187265171426,-0.005491867736559186,0.01640927319590124,0.7116552280270685,
2014-06-17,65.56515502929688,48.406856536865234,-1.0,-1.0,-0.8022105569956678,0.1977894430043322,0.004249660235188468,0.0027111262932075775,-0.0028728901448649554,0.0,1.0,-0.6044211139913356,0.8022105569956678,0.0,0.0,0.0,0.0,9.410227761279378e-05,-0.0029669924224777493,9972.510851347459,-0.008442565829077209,0.019982390448999743,0.8238413817402659,
2014-06-18,66.32656860351562,48.50788497924805,-1.0,-1.0,-0.8022105569956678,0.1977894430043322,0.01161308280104767,0.0020870688495517875,-0.00890333743700072,0.0,1.0,-0.6044211139913356,0.8022105569956678,0.0,0.0,0.0,0.0,9.410227761279378e-05,-0.008997439714613514,9882.78378615913,-0.017364044066607076,0.03101451684346812,1.2230191521264686,
2014-06-19,66.0555648803711,48.29433822631836,-1.0,-1.0,-0.8022105569956678,0.1977894430043322,-0.004085899947041227,-0.004402310119706154,0.002407021605835497,0.0,1.0,-0.6044211139913356,0.8022105569956678,0.0,0.0,0.0,0.0,9.410227761279378e-05,0.002312919328222703,9905.641867794784,-0.015091286371522128,0.028008056870839848,1.0689723366430417,
2014-06-20,66.13945770263672,48.10375213623047,-1.0,-1.0,-0.8022105569956678,0.1977894430043322,0.0012700341359210832,-0.003946344376741684,-0.00179938004775978,0.0,1.0,-0.6044211139913356,0.8022105569956678,0.0,0.0,0.0,0.0,9.410227761279378e-05,-0.0018934823253725739,9886.885709996644,-0.01695619361288303,0.030252203143963707,1.1271860336864208,
2014-06-23,66.11361694335938,48.099151611328125,-1.0,-1.0,-0.8022105569956678,0.1977894430043322,-0.0003907011060405585,-9.563754796748647e-05,0.00029450845455283067,0.0,1.0,-0.6044211139913356,0.8022105569956678,0.0,0.0,0.0,0.0,9.410227761279378e-05,0.00020040617694003687,9888.867102963628,-0.016759185561880385,0.029885006787603863,1.0807152368277626,
2014-06-24,65.6426010131836,47.71338653564453,-1.0,-1.0,-0.8022105569956678,0.1977894430043322,-0.0071243406721993585,-0.008020205404054126,0.004128909339223738,0.0,1.0,-0.6044211139913356,0.8022105569956678,0.0,0.0,0.0,0.0,9.410227761279378e-05,0.004034807061610944,9928.766773781997,-0.01279199858052138,0.024720565087619217,0.839012924825523,
2014-06-25,66.08135986328125,48.005001068115234,-1.0,-1.0,-0.8022105569956678,0.1977894430043322,0.006684056440870334,0.006111796995437624,-0.0041531717169379125,0.0,1.0,-0.6044211139913356,0.8022105569956678,0.0,0.0,0.0,0.0,9.410227761279378e-05,-0.004247273994550706,9886.596580865755,-0.016984941452162672,0.02988007121370473,1.0238441806974,
2014-06-26,66.22976684570312,47.98204803466797,-1.0,-1.0,-0.8022105569956678,0.1977894430043322,0.0022458221611800777,-0.00047813838009702625,-0.001896192970711869,0.0,1.0,-0.6044211139913356,0.8022105569956678,0.0,0.0,0.0,0.0,9.410227761279378e-05,-0.001990295248324663,9866.919334668755,-0.01894143165222195,0.032241291136118067,1.0922341257046617,
2014-06-27,66.2749252319336,48.05551910400391,-1.0,-1.0,-0.8022105569956678,0.1977894430043322,0.0006818442579705764,0.0015312199529886605,-0.0002441235203521269,0.0,1.0,-0.6044211139913356,0.8022105569956678,0.0,0.0,0.0,0.0,9.410227761279378e-05,-0.0003382257979649207,9863.582088003332,-0.01927325096935173,0.03254566105497081,1.0716021070316035,
2014-06-30,66.24268341064453,48.383880615234375,-1.0,-1.0,-0.8022105569956678,0.1977894430043322,-0.0004864859700139945,0.006832961486063827,0.0017417518273741227,0.0,1.0,-0.6044211139913356,0.8022105569956678,0.0,0.0,0.0,0.0,9.410227761279378e-05,0.0016476495497613289,9879.833814589663,-0.01765735698287252,0.030380081997589126,0.9463754935307317,
2014-07-01,66.36529541015625,49.19675064086914,-1.0,-1.0,-0.8022105569956678,0.1977894430043322,0.0018509515798392773,0.0168004305421261,0.001838094901325214,0.0,1.0,-0.6044211139913356,0.8022105569956678,0.0,0.0,0.0,0.0,9.410227761279378e-05,0.0017439926237124202,9897.064171885811,-0.015944158659492613,0.02812149456996116,0.8193284217158973,
2014-07-02,66.81694030761719,49.33222198486328,-1.0,-1.0,-0.8022105569956678,0.1977894430043322,0.006805437912536183,0.002753664464205441,-0.0049147483778190695,0.0,1.0,-0.6044211139913356,0.8022105569956678,0.0,0.0,0.0,0.0,9.410227761279378e-05,-0.005008850655431863,9847.49125552161,-0.020873147405372494,0.0342258819000566,1.0520338817052712,
